"dsrc","domain","length","dicts","entropy","numbers","ngram"
"bamital","cc15e74685b98d1b8c3f098bebd1e8fd",32,0,3.60533779740342,17,0
"bamital","3af17fbe7dffca311ac717c58e0962cb",32,0.125,3.66390976555739,16,0
"bamital","e86db8e4f8e713f27543f31e941cdf86",32,0.09375,3.61672929667217,20,0
"bamital","dcf2bd26de3339a539e898b4ad55cfb7",32,0.09375,3.67922929667217,17,0
"bamital","18c9228e41a320c4f04157d193524286",32,0,3.67610850073124,26,0
"bamital","3793d80546f1c5a834edaa9df9560065",32,0.09375,3.67095859334435,22,1
"bamital","473d57b695eec88859604202fcb8e0d4",32,0.09375,3.71813906222957,22,0.602059991327962
"bamital","11a4946ac389c34d1c44e6e9f86cb158",32,0,3.50392803184602,21,0
"bamital","6267f1fe0ad1a755529cfc0b8bd3efe7",32,0.09375,3.80422929667217,17,1.11394335230684
"bamital","8cb4a623f259149ebdd9bc3ccf883059",32,0.1875,3.74172929667217,19,0
"bamital","4ec59571ae3503537f6ca1286e9e9237",32,0,3.64031953111478,23,0
"bamital","7ec056269642faca546ee17f0005516b",32,0.09375,3.55110850073124,22,2.34439227368511
"bamital","4ac8e0af3fe8f404afae90bbb7ec33d5",32,0.21875,3.53063906222957,14,0.602059991327962
"bamital","ef9aec22e5dd7a925fa5d7c2504af085",32,0.09375,3.44142803184602,17,0
"bamital","58d71bdc91fe341e638c001236be90d7",32,0.09375,3.78063906222957,21,1.60205999132796
"bamital","c39638cbf822b9d644f2bd1a0e06e1a6",32,0,3.76531953111478,19,0
"bamital","905928cf9af8c9cd818f5959bb1f2f55",32,0,3.20362676701987,20,0
"bamital","8e7bd3851c74c6d60fbeaa63b510e500",32,0.125,3.71813906222957,19,1.07918124604762
"bamital","2fffa5274962ff4514656279327ca02a",32,0.09375,3.34706709407559,23,0
"bamital","4e05b8f9d4c6f656878bf9af653cc16f",32,0,3.64112676701987,19,0
"bamital","242908921d04e945248fa2242a7f60c6",32,0,3.47590937708853,25,0
"bamital","d80b5fc941ab1b53b3588a898f2a277c",32,0,3.65251826628863,20,0
"bamital","99480afd6d20a053338d779178263734",32,0.09375,3.54283779740342,26,0
"bamital","d6da82f21f8db1b845c3337a940a1dd0",32,0,3.73033779740342,19,0
"bamital","69392e8e8757941002e403c82e6d0dbc",32,0,3.67922929667217,23,0.845098040014257
"bamital","d42a86a8a144db015172016e117755a7",32,0,3.40563906222957,24,0.602059991327962
"bamital","21057a81b397840613e84354c8bdac01",32,0.125,3.74172929667217,24,0.698970004336019
"bamital","065692eeb2fd0137ed55df8ed89da199",32,0,3.61360850073124,19,0.602059991327962
"bamital","58abf1b3331c1865af2664d2c1101773",32,0,3.61672929667217,23,0.477121254719662
"bamital","d7f86f0c5e7789c260588ed5efc0763b",32,0,3.54595859334435,20,0
"bamital","4503d1d32c83a9d20ff174993f20b664",32,0,3.73345859334435,23,0
"bamital","2dfd32049dee22ce04a87fec75152f1a",32,0.28125,3.65251826628863,18,1.90848501887865
"bamital","1299304dcd91c486cbc81cd315a144b8",32,0.1875,3.45362676701987,21,0
"bamital","e93313428fa4adfe9655b18b18488227",32,0.125,3.66783779740342,23,0.602059991327962
"bamital","4813cf39279c0051574af58310250b47",32,0,3.59313906222957,26,0
"bamital","3acbd9c789e3b98324dcdd6d77a6b429",32,0.21875,3.48033779740342,18,0
"bamital","3d8a77d33a57f6f2c524ab822db06c87",32,0,3.59313906222957,20,0
"bamital","38c320039b4f40283a99fb615dcecf28",32,0.15625,3.73345859334435,21,0
"bamital","54a6c597811eaa8be42167a85dea345e",32,0.1875,3.56642803184602,20,1.36172783601759
"bamital","9eae7cae0d4ddd0feab19906f217e668",32,0.28125,3.60533779740342,16,0.602059991327962
"bamital","43e6c478fb3b25fde0dbc5d09cb211c5",32,0,3.76531953111478,17,0
"bamital","05426c0cbaca2670110f0690cc01f5cf",32,0.09375,3.26793993858686,20,2.61066016308988
"bamital","bf5c2353f433cc325e7a60e5f8a3ed3a",32,0,3.47903017302947,18,0
"bamital","869445f9e36b2e05f125be5e2740d157",32,0,3.65251826628863,23,0
"bamital","212ac11c73b1202a308ad444e5202dea",32,0.09375,3.46813906222957,21,1.36172783601759
"bamital","6412e0b10c4d193da0dd9632f3048ee5",32,0,3.71813906222957,21,0
"bamital","41b4601ef4eeb03d7f76aca276e46282",32,0,3.64031953111478,20,1.83250891270624
"bamital","bbb412eb8d72e397dc54105c088f274e",32,0.09375,3.69454882778696,20,0
"bamital","15ebc8612acb1570a75f4e0dd77b2443",32,0.09375,3.78063906222957,20,0.903089986991944
"bamital","1a2e8ae697f598ddc12ba150492fdd07",32,0.09375,3.78063906222957,19,0
"bamital","2326f3a8182423cdc24521b1a7016959",32,0.09375,3.67922929667217,25,0
"bamital","bdb1f434903fa3465f30f8da82325a89",32,0,3.56642803184602,21,0
"bamital","ea12f775b3f299b96495d0056aecdcdc",32,0.21875,3.80422929667217,18,0
"bamital","e25b6d64b4ed9dcff0bdcb6cc09211f3",32,0.21875,3.57781953111478,15,0
"bamital","ac4144befe0271753b1c9f4e9a89828d",32,0.09375,3.78063906222957,20,1.11394335230684
"bamital","224f4fa358ab7bb09a800586ef32022a",32,0,3.50392803184602,21,0
"bamital","889db84730a85d1d7195443dd9712ad0",32,0,3.42095859334435,23,0
"bamital","dfc7aa5fce8380ea91e7522ac8d020fa",32,0.09375,3.5581573285182,16,0.477121254719662
"bamital","1474d22f638e596015c2a557464714af",32,0,3.66783779740342,25,0
"bamital","39a4d6d161692646b10faa27b06b5cf6",32,0.09375,3.56512040747207,21,0.477121254719662
"bamital","6a4fe36b6b1cb436f75bb7e85bcaec40",32,0.125,3.50704882778696,16,0.778151250383644
"bamital","fa71383ea4e6d9e799ddce859bff52eb",32,0.125,3.71501826628863,16,0
"bamital","66b304b2285b5dace118508dbcc20bef",32,0.3125,3.64424756296081,18,2.20411998265593
"bamital","f60d88527bba17945324a3b3dbb23b6e",32,0.09375,3.67922929667217,20,0.778151250383644
"bamital","c1384a0bc60eae24f24113f3c7fcaa50",32,0.125,3.63204882778696,18,0
"bamital","363160773d31ad907c45ebddcd95a2d4",32,0.15625,3.61672929667217,20,0
"bamital","d139ee24bb76548ebc959619d5712fbe",32,0,3.64031953111478,20,0.903089986991944
"bamital","59462c4d68e9a7bed018e78a202d5b96",32,0.09375,3.73345859334435,21,0.698970004336019
"bamital","9c6da0a4dc05aa4a871704106544dcfa",32,0.09375,3.35533779740342,19,0
"bamital","5b6a8d8e4e6dbf1ce9660dc24c56e655",32,0.09375,3.53063906222957,18,0
"bamital","02257484019b8c899e282e559828e99d",32,0,3.2456573285182,26,0
"bamital","fe262066d944ed89b98d8a695282f0e3",32,0,3.51531953111478,22,0
"bamital","d6450951200ac75108cb433e1096a249",32,0,3.73033779740342,25,0
"bamital","cbb6c96f2b1fdc98cb300b7e1ee85f2e",32,0,3.61360850073124,15,0
"bamital","7f36e8524741aa97636f07f94004e67a",32,0,3.50392803184602,24,0.477121254719662
"bamital","cad60596dce553c63612192c5950c4ef",32,0.1875,3.50080723590509,21,1.27875360095283
"bamital","463882d3ab5f161f049aef7d09e612d2",32,0.09375,3.81954882778696,21,0
"bamital","a31304e581b5a01f5e00c5066ed7656d",32,0,3.53971700146248,22,0
"bamital","b10cc4f0847c8ea8debd2319eb55cc3d",32,0.09375,3.73033779740342,16,0.477121254719662
"bamital","f9d0a77a517e8a23918997b30960982d",32,0,3.56954882778696,24,0
"bamital","ffde47b598add562f7410ea95c490d6d",32,0.09375,3.73033779740342,18,0.903089986991944
"bamital","63a906b2119788b1c9207074833c596f",32,0,3.67095859334435,26,0
"bamital","02f01fcd7af6422255255b86a43a8fb6",32,0,3.59001826628863,21,0
"bamital","3d9ce7088444b5d37806c008fecfa619",32,0.15625,3.76531953111478,21,0.954242509439325
"bamital","99aa2f56ecb05a9cdbfeef5dd8bb3418",32,0.28125,3.73345859334435,14,1
"bamital","6f1b52e912f1ff9073bd38cfaf366ccd",32,0.1875,3.67095859334435,17,0
"bamital","ceefb373e1fc2f595e94b16b188ec97e",32,0.09375,3.52236835890174,17,0.602059991327962
"bamital","580950c09724f10101c428f9cc3bfa83",32,0.09375,3.54283779740342,23,0.954242509439325
"bamital","39584073af8649f41b6f55932e22c0d4",32,0,3.81954882778696,24,0
"bamital","d0f940bf98c7428073472382293db031",32,0,3.46813906222957,25,0
"bamital","6cfee015006beefdd7472ba46c382b19",32,0.28125,3.86672929667217,18,1.60205999132796
"bamital","3af86861419349cc021c943f71598483",32,0,3.47640976555739,26,0
"bamital","2e3a5693769f01149cc216061b8d033b",32,0,3.76531953111478,24,0
"bamital","c20c51f179a5e2a63856ef4502266c3d",32,0,3.72640976555739,22,0
"bamital","929206d69c6413226d2938e027b98413",32,0,3.44142803184602,27,0
"bamital","2c5dbd01afd2ef531d651ff6c37e5ad1",32,0.09375,3.51219873517385,16,0
"bamital","0f868cc6872e90d2bf29793930966047",32,0,3.50392803184602,25,0
"bamital","30a9d94948205b92a29910d45421b4a7",32,0,3.35533779740342,25,0
"bamital","a06379615cc5937623b3391562a45e55",32,0,3.44142803184602,26,0
"bamital","039b1e1df5535cabea4f7517c02e76f9",32,0.15625,3.78063906222957,19,3.12839926871781
"bamital","0ade990416cff29a7dc9a6dafc9ed044",32,0.28125,3.41783779740342,16,1.65321251377534
"bamital","616a92a25c13ed3c2ce06c69dbf9816d",32,0.09375,3.60533779740342,19,0
"bamital","9f2811c8afa7ece1646d2679af8ff868",32,0.1875,3.41471700146248,19,1.07918124604762
"bamital","1fafca2e89da3931da7d819dc5e20ca6",32,0.125,3.62892803184602,16,0
"bamital","0da46c065088768316c51d6a98d816e9",32,0,3.45674756296081,24,0
"bamital","f57227821ae32c4b81c6adc3204ce26b",32,0.09375,3.70281953111478,20,0
"bamital","9bdf1602a1c3acc0e1b8dc7572cbde88",32,0.3125,3.73033779740342,16,0.845098040014257
"bamital","35b012d1a314cf0289e2801057d99d99",32,0,3.65251826628863,24,0
"bamital","b317346d98095181e5aa8fbb2bfb5c3e",32,0,3.79283779740342,19,0
"bamital","56868906a7039b2e73a1b2fa4460a4aa",32,0,3.59313906222957,22,0
"bamital","904152d9af16011386839894b469f94d",32,0,3.46813906222957,26,0
"bamital","5230e42584e5ebbc577e150882fa18ac",32,0.125,3.55110850073124,21,0
"bamital","7170967a9ea17bd3c51c441841c67f6b",32,0,3.64112676701987,22,0
"bamital","17b38fac5485281ec9fd4f8356bcb56a",32,0.09375,3.74172929667217,19,1.11394335230684
"bamital","ab4a748a2b067cf808e972db6aa0ce9d",32,0,3.60533779740342,17,0
"bamital","4a7feea8a67c4be52ce37b0904ee0e7d",32,0.09375,3.56512040747207,16,1.60205999132796
"bamital","f7564737f09bd40d815d2d6379cbd890",32,0.09375,3.65251826628863,22,0
"bamital","73482799840a1eb460e61f15bd55ef8e",32,0,3.78063906222957,22,0
"bamital","e07fe497e2735da8789d65e81e9ce60d",32,0,3.63204882778696,20,0
"bamital","37a92c5733983a66be1c45b911a2a01c",32,0,3.64031953111478,22,0
"bamital","3e3a2e1cd486cb465cb644491965c1e7",32,0,3.59001826628863,21,0
"bamital","d2950e8ce99955c359ed9ee1e1ec03b4",32,0,3.25262040747207,19,0
"bamital","4d5718ccc020fb725171c873b1d17ffe",32,0.09375,3.50080723590509,20,1
"bamital","57899363ce3f6031afef4fc4b96d431e",32,0,3.66783779740342,20,1.17609125905568
"bamital","d5aec750a882350b84fcd700821083db",32,0.09375,3.60221700146248,21,0
"bamital","4679cda9102994aa6bf2517b3eb83bc8",32,0.09375,3.85140976555739,20,0
"bamital","a220b54718c98b746fff91cced738dcf",32,0.09375,3.82781953111478,18,0.954242509439325
"bamital","6295cdf5f2ef2dae038b276dca87e95a",32,0.28125,3.69454882778696,17,0.778151250383644
"bamital","5d4de728b10178ff3855873ad52477a4",32,0,3.52751826628863,23,0.954242509439325
"bamital","b10e354e3f6c942c9651730bdc4fb670",32,0.09375,3.73345859334435,21,0
"bamital","ddbe65b4379e021bc5f5a296979a44d2",32,0.125,3.75704882778696,20,0
"bamital","70d43da8829682e83db2e44d6ddd382b",32,0.09375,3.28840937708853,20,0
"bamital","bb9cdc9f48542aa2ae5ac2e7df4ed718",32,0.09375,3.63204882778696,15,0
"bamital","c9a3e8aa1b8f1df260cb7c5f7ac5bf90",32,0,3.72640976555739,15,0
"bamital","a9dace8097a8556ed0c7c1f6c2904b42",32,0.125,3.80422929667217,19,2.20411998265593
"bamital","2bf77c48ec11d55f19f1c9e00409f11a",32,0,3.56954882778696,20,0
"bamital","cb592821bca5b0d881a67af0da80f33a",32,0,3.65251826628863,18,0.778151250383644
"bamital","edcb9aebe629aff87dc050166bd628f9",32,0.21875,3.69454882778696,16,2.19312459835446
"bamital","f7a5086756d9623a3a3c3c9fc5f246d6",32,0,3.54283779740342,21,0
"bamital","be73b30816359591ef57c106259dcc87",32,0.09375,3.69454882778696,23,0
"bamital","8b5e7c6aa18d5dfdadffcc71f1a00467",32,0.28125,3.55422929667217,15,1.7481880270062
"bamital","af305ce63e41b100657c82efb70ba3dc",32,0,3.78063906222957,18,0.845098040014257
"bamital","33a72d2bbd369ca7d10782a8b2ea91c7",32,0,3.55422929667217,19,0
"bamital","37a5445b42c897c84879e9ce1dfefea2",32,0.1875,3.65563906222957,19,1.7160033436348
"bamital","84c9f04d6122741f8ae0ae6b9c59f912",32,0,3.78063906222957,21,0
"bamital","6cdd9173cabafdf20f617dd896c20f04",32,0.1875,3.62892803184602,17,1.95904139232109
"bamital","5dcb90ea48d49c7e9f6c148276f50ea5",32,0.09375,3.81954882778696,19,0
"bamital","93036624bfdc77debfdcfc09e96bcb59",32,0.375,3.55422929667217,16,0.477121254719662
"bamital","c1545152c0c14cce5948a3da58cb2a5a",32,0,3.35845859334435,19,0.954242509439325
"bamital","01748154ee74181cd56f4e0377019114",32,0,3.35090937708853,26,0
"bamital","71f238f8a5898678dd775e84dc2df21d",32,0,3.48033779740342,21,0
"bamital","716685cfcedcc72a3d5f90bb5f147c75",32,0.21875,3.73860850073124,18,0.477121254719662
"bamital","09a80e000f1f833e5423936af54003bf",32,0,3.39808984597375,23,0
"bamital","ef953d0d6c34d554d194c51c7b3be71e",32,0,3.56954882778696,19,0
"bamital","89f76b422e942a06c6bc6b8525b7fd23",32,0,3.69969873517385,21,0
"bamital","41b27e3468a7d8a5cf79089878aa2e7b",32,0,3.7118974703477,21,0
"bamital","09d05786d4626009e99fb9353af2c4bd",32,0,3.71501826628863,22,0
"bamital","74cd2a524fc76eeb33ffd1e3b7c517e6",32,0,3.61672929667217,17,0.602059991327962
"bamital","774bfbc88085a361435ddf27168586a9",32,0,3.75392803184602,23,0.477121254719662
"bamital","8500b3222a88d9a54c7500282a3293ef",32,0,3.50704882778696,24,0
"bamital","9f5a153400f229b9db9928b153bce238",32,0.09375,3.59001826628863,22,0
"bamital","f5dbdc7eddaeee4e9cc251fb0022c0d5",32,0.3125,3.45362676701987,13,2.07918124604763
"bamital","04b7c18784af00d6d0829edbc1f0faed",32,0.21875,3.65251826628863,17,0.954242509439325
"bamital","3d79f351341f8d1c87d8e6eb9f4a5a29",32,0,3.79595859334435,20,0
"bamital","d1e9ea10c1204f45f6ae1f69b9ba1b46",32,0,3.53456709407559,18,0
"bamital","266ed88d11de6f22463b06ce2b32ac11",32,0,3.47721700146248,20,0
"bamital","ea41df294a6b93dbd4935f1bb19a99f2",32,0,3.39736835890174,18,0
"bamital","d3afe24291dece6a1a39ceb88f3f613e",32,0.21875,3.56642803184602,16,3.43136376415899
"bamital","ef160cb555829c1ac3ccb96dc86c008c",32,0,3.46813906222957,18,0
"bamital","0c1cb9f07166418fb170785147b3611a",32,0,3.44012040747207,24,0
